1,site0,60.17303182719916,44.00836471973973
2,site1,69.55283541178835,50.14070672395666
3,site2,60.11788190093266,13.346766369840623
4,site3,72.95224909753824,31.802095903371352
5,site4,75.83285779497146,47.69992990185504
6,site5,71.54034349073868,99.35704944954406
7,site6,89.05089962127144,43.14153163755194
8,site7,84.19852574210942,66.23491060220313
9,site8,25.01119837208724,18.31516136920043
10,site9,30.93737952437372,89.48329238548179
11,site10,90.1376646589828,17.4784045175576
12,site11,8.287732060093067,62.94172187845186
13,site12,66.61563935481448,81.94274373750169
14,site13,8.203133213752611,52.36933931939445
15,site14,86.00597194416957,60.549336871942735
16,site15,21.799463813183205,79.49599372508686
17,site16,57.78388677240286,63.37081685334067
18,site17,89.23930303163583,14.626212213512336
19,site18,90.86978901143812,88.81698352136992
20,site19,17.248691740304935,91.21801800437056
21,site20,2.9379768258207206,55.20456994774128
22,site21,24.5808930947108,38.74728226336348
23,site22,51.6502973426816,71.39423302544375
24,site23,7.723774518402349,46.76748310476848
25,site24,39.16503213408284,32.94184628837418
26,site25,86.83924395787167,80.44397267041445
27,site26,55.610734851788045,77.60938903307529
28,site27,68.63884444132171,40.622233941460706
29,site28,74.55438015395859,23.91368583894292
30,site29,25.057840130378985,30.20697928381543
31,site30,46.109780976820005,54.54579534825977
32,site31,23.243755906166143,60.924600230985185
33,site32,19.208125539743737,83.35381520003854
34,site33,40.05698135288662,2.9737582100057836
35,site34,86.23871663122365,86.84946485350832
36,site35,56.61066305480777,11.448532366322084
37,site36,84.36135046713127,82.96971148284588
38,site37,75.85351724285186,17.975938870093945
39,site38,40.24924456604997,26.66854233638628
40,site39,14.726054980077341,11.388545036308262
41,site40,72.72575891126468,27.00272543359059
42,site41,41.01757098284759,72.52672914400968
43,site42,70.82276034471968,98.78708578202178
44,site43,34.18697873236084,57.55368813112849
45,site44,81.54701150387663,90.86174307052684
46,site45,13.622214847328918,93.04742736473092
47,site46,30.44917761063314,21.409536401241937
48,site47,70.55158026454271,65.09913437050471
49,site48,94.10585400780433,0.4225059967160161
50,site49,49.231608110967976,11.403136014002957
51,site50,78.0823969857853,54.41249700917089
52,site51,44.31304295829842,38.10605437857853
53,site52,65.69210407433204,67.45984705121617
54,site53,99.28963430895551,92.60847628198033
55,site54,91.40503240135104,72.18542060361854
56,site55,86.74171820765432,32.8491364773449
57,site56,43.70702769417727,36.137717094222886
58,site57,69.39572198822943,79.96347905397295
59,site58,26.857537017469333,0.7374494292924361
60,site59,55.46111598930044,94.71426437970251
61,site60,40.35465458765318,61.69081454705474
62,site61,50.83400050479552,56.16425043299525
63,site62,23.222426995588,49.72468318837537
64,site63,54.64676642060717,93.68175606956078
65,site64,29.285024622753497,84.49000131706978
66,site65,81.69692761391153,30.494433421792955
67,site66,32.21130312065152,63.39607500711318
68,site67,40.84445338394418,92.24058336208644
69,site68,93.38809409171944,40.36204322946063
70,site69,62.90471260292706,54.693728993381605
71,site70,83.94907736975733,17.816426148458074
72,site71,5.517403264671017,17.728160228572097
73,site72,33.140796208377076,98.53025713860544
74,site73,2.3126635948560015,4.323048349721626
75,site74,64.36289567906556,37.88429819691117
76,site75,40.260752098282794,38.24572689194904
77,site76,27.871214496294694,0.967263299950849
78,site77,9.096893229154478,73.81512666201321
79,site78,33.588559044877464,99.02484254980415
80,site79,54.213628591744424,17.75232407345654
81,site80,78.79079823239249,34.37402034424043
82,site81,52.69438703569735,11.044115188000792
83,site82,31.07142638469775,22.51262270838422
84,site83,88.919937084038,97.05679242634403
85,site84,52.79771975972949,46.72577504896209
86,site85,50.02665386185108,61.531700278214785
87,site86,13.638726340552655,71.81277324352916
88,site87,45.21500535179519,66.04220009800005
89,site88,43.069402727631235,75.69435231716206
