1,site0,37.452013216936564,6.614338152781318
2,site1,71.81119316214402,98.31715864692727
3,site2,43.96046787850256,56.943390522428196
4,site3,45.62691469026569,54.519192953223836
5,site4,13.382488849640083,8.747615317945833
6,site5,82.91318057077076,93.58049071568556
7,site6,82.87939417227439,55.26803431078623
8,site7,90.87338863094816,7.881088057924224
9,site8,34.34180755846401,20.47105534227185
10,site9,4.426926656823261,79.03975688612154
11,site10,37.675550632414016,22.171715379489566
12,site11,46.08253186728808,11.671148752457128
13,site12,75.9877995751185,45.10372335128036
14,site13,82.4331496875079,75.14779006850708
15,site14,74.05750895557634,10.655266132903806
16,site15,25.155095638909064,98.94197261084
17,site16,57.5434599392491,20.581884676833983
18,site17,1.4096180572702788,93.33369420411375
19,site18,60.602132675024144,34.61798272124689
20,site19,15.297702014835368,72.47783046744188
21,site20,11.84983485672535,73.05738535596001
