data;
param n := 55;
param : E : c :=
	1	2	59
	1	3	24
	1	4	76
	1	5	86
	1	6	75
	1	7	74
	1	8	91
	1	9	33
	1	10	19
	1	11	75
	1	12	72
	1	13	63
	1	14	66
	1	15	56
	1	16	52
	1	17	27
	1	18	52
	1	19	84
	1	20	72
	1	21	80
	1	22	75
	1	23	44
	1	24	19
	1	25	74
	1	26	70
	1	27	37
	1	28	56
	1	29	72
	1	30	32
	1	31	45
	1	32	75
	1	33	46
	1	34	23
	1	35	107
	1	36	87
	1	37	12
	1	38	56
	1	39	34
	1	40	65
	1	41	12
	1	42	39
	1	43	52
	1	44	64
	1	45	96
	1	46	37
	1	47	70
	1	48	39
	1	49	46
	1	50	46
	1	51	57
	1	52	66
	1	53	57
	1	54	94
	1	55	93
	2	1	59
	2	3	47
	2	4	43
	2	5	33
	2	6	24
	2	7	19
	2	8	47
	2	9	28
	2	10	46
	2	11	47
	2	12	25
	2	13	31
	2	14	8
	2	15	41
	2	16	8
	2	17	59
	2	18	18
	2	19	38
	2	20	34
	2	21	22
	2	22	32
	2	23	41
	2	24	43
	2	25	39
	2	26	54
	2	27	30
	2	28	58
	2	29	30
	2	30	36
	2	31	46
	2	32	43
	2	33	54
	2	34	44
	2	35	49
	2	36	43
	2	37	57
	2	38	11
	2	39	36
	2	40	53
	2	41	47
	2	42	53
	2	43	49
	2	44	32
	2	45	59
	2	46	49
	2	47	40
	2	48	26
	2	49	43
	2	50	40
	2	51	25
	2	52	12
	2	53	10
	2	54	36
	2	55	46
	3	1	24
	3	2	47
	3	4	53
	3	5	79
	3	6	69
	3	7	57
	3	8	89
	3	9	19
	3	10	31
	3	11	51
	3	12	67
	3	13	63
	3	14	52
	3	15	61
	3	16	39
	3	17	46
	3	18	34
	3	19	80
	3	20	50
	3	21	65
	3	22	54
	3	23	52
	3	24	28
	3	25	75
	3	26	46
	3	27	40
	3	28	68
	3	29	51
	3	30	11
	3	31	55
	3	32	51
	3	33	59
	3	34	4
	3	35	96
	3	36	85
	3	37	33
	3	38	40
	3	39	13
	3	40	41
	3	41	15
	3	42	53
	3	43	28
	3	44	42
	3	45	97
	3	46	13
	3	47	72
	3	48	21
	3	49	22
	3	50	53
	3	51	56
	3	52	57
	3	53	49
	3	54	81
	3	55	89
	4	1	76
	4	2	43
	4	3	53
	4	5	66
	4	6	63
	4	7	31
	4	8	86
	4	9	45
	4	10	73
	4	11	6
	4	12	65
	4	13	73
	4	14	39
	4	15	82
	4	16	40
	4	17	89
	4	18	30
	4	19	77
	4	20	9
	4	21	40
	4	22	13
	4	23	79
	4	24	70
	4	25	81
	4	26	19
	4	27	66
	4	28	97
	4	29	14
	4	30	44
	4	31	85
	4	32	2
	4	33	92
	4	34	53
	4	35	69
	4	36	82
	4	37	81
	4	38	33
	4	39	41
	4	40	23
	4	41	64
	4	42	89
	4	43	31
	4	44	13
	4	45	100
	4	46	44
	4	47	82
	4	48	38
	4	49	33
	4	50	79
	4	51	67
	4	52	53
	4	53	52
	4	54	53
	4	55	83
	5	1	86
	5	2	33
	5	3	79
	5	4	66
	5	6	11
	5	7	35
	5	8	21
	5	9	59
	5	10	70
	5	11	72
	5	12	15
	5	13	30
	5	14	30
	5	15	46
	5	16	40
	5	17	78
	5	18	50
	5	19	15
	5	20	58
	5	21	27
	5	22	53
	5	23	53
	5	24	68
	5	25	27
	5	26	82
	5	27	51
	5	28	63
	5	29	52
	5	30	68
	5	31	57
	5	32	68
	5	33	65
	5	34	75
	5	35	25
	5	36	18
	5	37	82
	5	38	42
	5	39	68
	5	40	82
	5	41	77
