data;
param n := 34;
param : E : c :=
	1	2	32
	1	3	35
	1	4	43
	1	5	34
	1	6	8
	1	7	90
	1	8	74
	1	9	64
	1	10	84
	1	11	83
	1	12	89
	1	13	96
	1	14	79
	1	15	79
	1	16	78
	1	17	28
	1	18	83
	1	19	19
	1	20	31
	1	21	70
	1	22	62
	1	23	73
	1	24	57
	1	25	89
	1	26	86
	1	27	24
	1	28	81
	1	29	66
	1	30	80
	1	31	97
	1	32	56
	1	33	41
	1	34	87
	2	1	32
	2	3	34
	2	4	17
	2	5	5
	2	6	31
	2	7	61
	2	8	65
	2	9	43
	2	10	70
	2	11	81
	2	12	57
	2	13	67
	2	14	77
	2	15	50
	2	16	50
	2	17	46
	2	18	55
	2	19	17
	2	20	30
	2	21	41
	2	22	34
	2	23	61
	2	24	35
	2	25	56
	2	26	53
	2	27	11
	2	28	51
	2	29	68
	2	30	48
	2	31	74
	2	32	47
	2	33	20
	2	34	62
	3	1	35
	3	2	34
	3	4	28
	3	5	39
	3	6	28
	3	7	66
	3	8	39
	3	9	35
	3	10	49
	3	11	50
	3	12	73
	3	13	71
	3	14	46
	3	15	82
	3	16	82
	3	17	22
	3	18	86
	3	19	22
	3	20	5
	3	21	50
	3	22	41
	3	23	38
	3	24	30
	3	25	75
	3	26	77
	3	27	37
	3	28	80
	3	29	35
	3	30	66
	3	31	65
	3	32	21
	3	33	53
	3	34	59
	4	1	43
	4	2	17
	4	3	28
	4	5	21
	4	6	39
	4	7	47
	4	8	50
	4	9	26
	4	10	54
	4	11	69
	4	12	48
	4	13	53
	4	14	65
	4	15	55
	4	16	56
	4	17	46
	4	18	60
	4	19	24
	4	20	26
	4	21	27
	4	22	19
	4	23	46
	4	24	18
	4	25	49
	4	26	49
	4	27	27
	4	28	53
	4	29	57
	4	30	39
	4	31	57
	4	32	34
	4	33	34
	4	34	46
	5	1	34
	5	2	5
	5	3	39
	5	4	21
	5	6	33
	5	7	63
	5	8	70
	5	9	47
	5	10	75
	5	11	87
	5	12	58
	5	13	69
	5	14	83
	5	15	47
	5	16	46
	5	17	50
	5	18	52
	5	19	21
	5	20	35
	5	21	43
	5	22	37
	5	23	66
	5	24	39
	5	25	57
	5	26	52
	5	27	10
	5	28	48
	5	29	73
	5	30	48
	5	31	78
	5	32	52
	5	33	14
	5	34	65
	6	1	8
	6	2	31
	6	3	28
	6	4	39
	6	5	33
	6	7	85
	6	8	66
	6	9	58
	6	10	77
	6	11	75
	6	12	86
	6	13	91
	6	14	71
	6	15	80
	6	16	79
	6	17	21
	6	18	84
	6	19	14
	6	20	24
	6	21	66
	6	22	57
	6	23	66
	6	24	51
	6	25	86
	6	26	84
	6	27	24
	6	28	81
	6	29	58
	6	30	77
	6	31	90
	6	32	49
	6	33	43
	6	34	82
	7	1	90
	7	2	61
	7	3	66
	7	4	47
	7	5	63
	7	6	85
	7	8	57
	7	9	33
	7	10	49
	7	11	79
