data;
param n := 21;
param : E : c :=
	1	2	98
	1	3	51
	1	4	49
	1	5	24
	1	6	98
	1	7	67
	1	8	53
	1	9	14
	1	10	80
	1	11	16
	1	12	10
	1	13	54
	1	14	82
	1	15	37
	1	16	93
	1	17	24
	1	18	94
	1	19	36
	1	20	69
	1	21	71
	2	1	98
	2	3	50
	2	4	51
	2	5	107
	2	6	12
	2	7	44
	2	8	92
	2	9	86
	2	10	70
	2	11	83
	2	12	90
	2	13	53
	2	14	25
	2	15	88
	2	16	47
	2	17	79
	2	18	71
	2	19	65
	2	20	62
	2	21	65
	3	1	51
	3	2	50
	3	4	3
	3	5	57
	3	6	53
	3	7	39
	3	8	68
	3	9	38
	3	10	45
	3	11	35
	3	12	45
	3	13	34
	3	14	43
	3	15	55
	3	16	46
	3	17	39
	3	18	56
	3	19	28
	3	20	33
	3	21	36
	4	1	49
	4	2	51
	4	3	3
	4	5	56
	4	6	54
	4	7	37
	4	8	65
	4	9	36
	4	10	48
	4	11	33
	4	12	43
	4	13	32
	4	14	42
	4	15	52
	4	16	49
	4	17	36
	4	18	59
	4	19	25
	4	20	35
	4	21	39
	5	1	24
	5	2	107
	5	3	57
	5	4	56
	5	6	110
	5	7	84
	5	8	77
	5	9	24
	5	10	71
	5	11	28
	5	12	33
	5	13	72
	5	14	96
	5	15	61
	5	16	91
	5	17	46
	5	18	85
	5	19	54
	5	20	64
	5	21	64
	6	1	98
	6	2	12
	6	3	53
	6	4	54
	6	5	110
	6	7	38
	6	8	86
	6	9	88
	6	10	80
	6	11	85
	6	12	90
	6	13	49
	6	14	18
	6	15	83
	6	16	58
	6	17	77
	6	18	82
	6	19	63
	6	20	71
	6	21	74
	7	1	67
	7	2	44
	7	3	39
	7	4	37
	7	5	84
	7	6	38
	7	8	48
	7	9	60
	7	10	82
	7	11	56
	7	12	57
	7	13	12
	7	14	20
	7	15	45
	7	16	72
	7	17	43
	7	18	90
	7	19	30
	7	20	70
	7	21	73
	8	1	53
	8	2	92
	8	3	68
	8	4	65
	8	5	77
	8	6	86
	8	7	48
	8	9	58
	8	10	112
	8	11	55
	8	12	45
	8	13	40
	8	14	68
	8	15	17
	8	16	112
	8	17	36
	8	18	124
	8	19	40
	8	20	99
	8	21	102
	9	1	14
	9	2	86
	9	3	38
	9	4	36
	9	5	24
	9	6	88
	9	7	60
	9	8	58
	9	10	66
	9	11	4
	9	12	15
	9	13	48
	9	14	73
	9	15	41
	9	16	79
	9	17	23
	9	18	80
	9	19	30
	9	20	55
	9	21	57
	10	1	80
	10	2	70
	10	3	45
	10	4	48
	10	5	71
	10	6	80
	10	7	82
	10	8	112
	10	9	66
	10	11	66
	10	12	79
	10	13	79
	10	14	78
	10	15	98
	10	16	29
	10	17	79
	10	18	15
	10	19	72
	10	20	13
	10	21	10
	11	1	16
	11	2	83
	11	3	35
	11	4	33
	11	5	28
	11	6	85
	11	7	56
	11	8	55
	11	9	4
	11	10	66
	11	12	13
	11	13	45
	11	14	69
	11	15	38
	11	16	78
	11	17	20
	11	18	80
	11	19	26
	11	20	55
	11	21	57
	12	1	10
	12	2	90
	12	3	45
	12	4	43
	12	5	33
	12	6	90
	12	7	57
	12	8	45
	12	9	15
	12	10	79
	12	11	13
	12	13	45
	12	14	73
	12	15	28
	12	16	90
	12	17	15
	12	18	93
	12	19	27
	12	20	68
	12	21	70
	13	1	54
	13	2	53
	13	3	34
	13	4	32
	13	5	72
	13	6	49
	13	7	12
	13	8	40
	13	9	48
	13	10	79
	13	11	45
	13	12	45
	13	14	31
	13	15	35
	13	16	74
	13	17	31
	13	18	89
	13	19	19
	13	20	67
	13	21	70
	14	1	82
	14	2	25
	14	3	43
	14	4	42
	14	5	96
	14	6	18
	14	7	20
	14	8	68
	14	9	73
	14	10	78
	14	11	69
	14	12	73
	14	13	31
	14	15	65
	14	16	62
	14	17	60
	14	18	83
	14	19	46
	14	20	67
	14	21	71
	15	1	37
	15	2	88
	15	3	55
	15	4	52
	15	5	61
	15	6	83
	15	7	45
	15	8	17
	15	9	41
	15	10	98
	15	11	38
	15	12	28
	15	13	35
	15	14	65
	15	16	101
	15	17	19
	15	18	110
	15	19	27
	15	20	85
	15	21	88
	16	1	93
	16	2	47
	16	3	46
	16	4	49
	16	5	91
	16	6	58
	16	7	72
	16	8	112
	16	9	79
	16	10	29
	16	11	78
	16	12	90
	16	13	74
	16	14	62
	16	15	101
	16	17	85
	16	18	24
	16	19	73
	16	20	28
	16	21	29
	17	1	24
	17	2	79
	17	3	39
	17	4	36
	17	5	46
	17	6	77
	17	7	43
	17	8	36
	17	9	23
	17	10	79
	17	11	20
	17	12	15
	17	13	31
	17	14	60
	17	15	19
	17	16	85
	17	18	92
	17	19	14
	17	20	67
	17	21	70
	18	1	94
	18	2	71
	18	3	56
	18	4	59
	18	5	85
	18	6	82
	18	7	90
	18	8	124
	18	9	80
	18	10	15
	18	11	80
	18	12	93
	18	13	89
	18	14	83
	18	15	110
	18	16	24
	18	17	92
	18	19	83
	18	20	25
	18	21	23
	19	1	36
	19	2	65
	19	3	28
	19	4	25
	19	5	54
	19	6	63
	19	7	30
	19	8	40
	19	9	30
	19	10	72
	19	11	26
	19	12	27
	19	13	19
	19	14	46
	19	15	27
	19	16	73
	19	17	14
	19	18	83
	19	20	59
	19	21	62
	20	1	69
	20	2	62
	20	3	33
	20	4	35
	20	5	64
	20	6	71
	20	7	70
	20	8	99
	20	9	55
	20	10	13
	20	11	55
	20	12	68
	20	13	67
	20	14	67
	20	15	85
	20	16	28
	20	17	67
	20	18	25
	20	19	59
	20	21	3
	21	1	71
	21	2	65
	21	3	36
	21	4	39
	21	5	64
	21	6	74
	21	7	73
	21	8	102
	21	9	57
	21	10	10
	21	11	57
	21	12	70
	21	13	70
	21	14	71
	21	15	88
	21	16	29
	21	17	70
	21	18	23
	21	19	62
	21	20	3
;
end;
