data;
param n := 89;
param : E : c :=
	1	2	11
	1	3	31
	1	4	18
	1	5	16
	1	6	57
	1	7	29
	1	8	33
	1	9	44
	1	10	54
	1	11	40
	1	12	55
	1	13	38
	1	14	53
	1	15	31
	1	16	52
	1	17	20
	1	18	41
	1	19	54
	1	20	64
	1	21	58
	1	22	36
	1	23	29
	1	24	53
	1	25	24
	1	26	45
	1	27	34
	1	28	9
	1	29	25
	1	30	38
	1	31	18
	1	32	41
	1	33	57
	1	34	46
	1	35	50
	1	36	33
	1	37	46
	1	38	30
	1	39	26
	1	40	56
	1	41	21
	1	42	34
	1	43	56
	1	44	29
	1	45	51
	1	46	68
	1	47	37
	1	48	24
	1	49	55
	1	50	34
	1	51	21
	1	52	17
	1	53	24
	1	54	62
	1	55	42
	1	56	29
	1	57	18
	1	58	37
	1	59	55
	1	60	51
	1	61	27
	1	62	15
	1	63	37
	1	64	50
	1	65	51
	1	66	25
	1	67	34
	1	68	52
	1	69	33
	1	70	11
	1	71	35
	1	72	61
	1	73	61
	1	74	70
	1	75	7
	1	76	21
	1	77	54
	1	78	59
	1	79	61
	1	80	27
	1	81	21
	1	82	34
	1	83	36
	1	84	60
	1	85	8
	1	86	20
	1	87	54
	1	88	27
	1	89	36
	2	1	11
	2	3	38
	2	4	19
	2	5	7
	2	6	49
	2	7	21
	2	8	22
	2	9	55
	2	10	55
	2	11	39
	2	12	63
	2	13	32
	2	14	61
	2	15	19
	2	16	56
	2	17	18
	2	18	41
	2	19	44
	2	20	67
	2	21	67
	2	22	46
	2	23	28
	2	24	62
	2	25	35
	2	26	35
	2	27	31
	2	28	10
	2	29	27
	2	30	49
	2	31	24
	2	32	48
	2	33	60
	2	34	56
	2	35	40
	2	36	41
	2	37	36
	2	38	33
	2	39	38
	2	40	67
	2	41	23
	2	42	36
	2	43	49
	2	44	36
	2	45	42
	2	46	70
	2	47	49
	2	48	15
	2	49	55
	2	50	44
	2	51	10
	2	52	28
	2	53	18
	2	54	52
	2	55	31
	2	56	24
	2	57	29
	2	58	30
	2	59	65
	2	60	47
	2	61	31
	2	62	20
	2	63	46
	2	64	46
	2	65	53
	2	66	23
	2	67	40
	2	68	51
	2	69	26
	2	70	8
	2	71	35
	2	72	72
	2	73	61
	2	74	81
	2	75	13
	2	76	32
	2	77	64
	2	78	65
	2	79	61
	2	80	36
	2	81	18
	2	82	43
	2	83	47
	2	84	51
	2	85	17
	2	86	23
	2	87	60
	2	88	29
	2	89	37
	3	1	31
	3	2	38
	3	4	22
	3	5	38
	3	6	87
	3	7	42
	3	8	58
	3	9	35
	3	10	82
	3	11	30
	3	12	72
	3	13	69
	3	14	65
	3	15	54
	3	16	76
	3	17	50
	3	18	29
	3	19	81
	3	20	89
	3	21	71
	3	22	44
	3	23	59
	3	24	62
	3	25	29
	3	26	72
	3	27	64
	3	28	29
	3	29	18
	3	30	39
	3	31	44
	3	32	60
	3	33	81
	3	34	23
	3	35	78
	3	36	4
	3	37	74
	3	38	16
	3	39	24
	3	40	45
	3	41	19
	3	42	62
	3	43	86
	3	44	51
	3	45	80
	3	46	92
	3	47	31
	3	48	53
	3	49	36
	3	50	11
	3	51	45
	3	52	29
	3	53	54
	3	54	88
	3	55	67
	3	56	33
	3	57	28
	3	58	67
	3	59	36
	3	60	82
	3	61	52
	3	62	44
	3	63	52
	3	64	81
	3	65	78
	3	66	28
	3	67	57
	3	68	81
	3	69	43
	3	70	41
	3	71	24
	3	72	55
	3	73	89
	3	74	59
	3	75	25
	3	76	32
	3	77	35
	3	78	79
	3	79	90
	3	80	7
	3	81	28
	3	82	8
	3	83	30
	3	84	89
	3	85	34
	3	86	49
	3	87	75
	3	88	55
	3	89	65
	4	1	18
	4	2	19
	4	3	22
	4	5	16
	4	6	68
	4	7	20
	4	8	36
	4	9	50
	4	10	71
	4	11	22
	4	12	72
	4	13	51
	4	14	68
	4	15	32
	4	16	70
	4	17	35
	4	18	24
	4	19	60
	4	20	81
	4	21	74
	4	22	49
	4	23	45
	4	24	67
	4	25	34
	4	26	51
	4	27	49
	4	28	10
	4	29	8
	4	30	48
	4	31	35
	4	32	58
	4	33	74
	4	34	44
	4	35	57
	4	36	26
	4	37	52
	4	38	14
	4	39	33
	4	40	62
	4	41	5
	4	42	52
	4	43	67
	4	44	47
	4	45	60
	4	46	85
	4	47	44
	4	48	33
	4	49	38
	4	50	31
	4	51	23
	4	52	29
	4	53	36
	4	54	66
	4	55	44
	4	56	14
	4	57	30
	4	58	48
	4	59	56
	4	60	65
	4	61	44
	4	62	33
	4	63	53
	4	64	65
	4	65	68
	4	66	9
	4	67	52
	4	68	68
	4	69	22
	4	70	25
	4	71	18
	4	72	69
	4	73	78
	4	74	76
	4	75	11
	4	76	33
	4	77	55
	4	78	76
	4	79	78
	4	80	23
	4	81	6
	4	82	29
	4	83	43
	4	84	67
	4	85	25
	4	86	38
	4	87	72
	4	88	44
	4	89	53
	5	1	16
	5	2	7
	5	3	38
	5	4	16
	5	6	52
	5	7	14
	5	8	20
	5	9	59
	5	10	61
	5	11	33
	5	12	69
	5	13	35
	5	14	68
	5	15	16
	5	16	63
	5	17	24
	5	18	36
	5	19	44
	5	20	73
	5	21	73
	5	22	52
	5	23	34
	5	24	68
	5	25	40
	5	26	35
	5	27	36
	5	28	10
	5	29	24
	5	30	54
	5	31	31
	5	32	54
	5	33	67
	5	34	57
	5	35	41
	5	36	41
	5	37	36
	5	38	30
	5	39	41
	5	40	71
	5	41	21
	5	42	43
	5	43	51
	5	44	43
	5	45	44
	5	46	77
	5	47	52
	5	48	18
	5	49	51
	5	50	45
	5	51	7
	5	52	33
